genotype_confirmation,physical_id,mouseline,birthdate,deathdate,gender,genotype,phenotype,project_title,purpose,sacrificer,comment
Confirmed,7590C18,Krt5/Mcl-1,11/11/2017,13/1/2018,Male,"Krt5(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,
Confirmed,7590C19,Krt5/Mcl-1,11/11/2017,13/1/2018,Male,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,
Confirmed,4104A20,Lgr5/TetO-Neu,28/9/2016,17/1/2018,Female,"Lgr5(T/+), TetONeu(T/+)",Normal,Liver Tumor Project,Harvest (Liver and Small Intestine),"Shih Han, Alex",
Confirmed,4123A08,Lgr5/TetO-Neu,1/10/2016,17/1/2018,Female,"Lgr5(+/+), TetONeu(T/+)",Normal,Liver Tumor Project,Harvest (Liver and Small Intestine),"Shih Han, Alex",
Confirmed,4123E01,Lgr5/TetO-Neu,31/12/2016,17/1/2018,Male,"Lgr5(T/+), TetONeu(+/+)",Normal,Liver Tumor Project,Harvest (Liver and Small Intestine),"Shih Han, Alex",
"Lgr5(+/+), TetONeu(+/+) [need to confirm again as the band was very clear in 1st Genotyping]",4123E03,Lgr5/TetO-Neu,31/12/2016,17/1/2018,Male,"Lgr5(+/+), TetONeu(T/+)",Normal,Liver Tumor Project,Harvest (Liver and Small Intestine),"Shih Han, Alex",
"Lgr5(T/+), TetONeu(+/+) [need to confirm again as the band was very clear in 1st Genotyping]",4123E04,Lgr5/TetO-Neu,31/12/2016,17/1/2018,Male,"Lgr5(T/+), TetONeu(T/+)",Normal,Liver Tumor Project,Harvest (Liver and Small Intestine),"Shih Han, Alex",
"Lgr5(+/+), TetONeu(+/+) [need to confirm again as the band was very clear in 1st Genotyping]",4123E05,Lgr5/TetO-Neu,31/12/2016,17/1/2018,Male,"Lgr5(+/+), TetONeu(T/+)",Normal,Liver Tumor Project,Harvest (Liver and Small Intestine),"Shih Han, Alex",
Confirmed,4882C05,Lgr5/Kai/TOMATO,1/2/2017,18/1/2018,Male,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Alex,
On Hold,7601B02,Lgr5-rttA-GFP,19/11/2017,30/1/2018,Male,Lgr5(T/+),N/A,Liver Perfusion,,Alex,
On Hold,7601B05,Lgr5-rttA-GFP,19/11/2017,30/1/2018,Male,Lgr5(T/+),N/A,Liver Perfusion,,Alex,
On Hold,7601B01,Lgr5-rttA-GFP,19/11/2017,30/1/2018,Male,Lgr5(+/+),N/A,FACS for Skin,,Hui San,
Confirmed,4104A18,Lgr5/TetO-Neu,28/9/2016,6/2/2018,Female,"Lgr5(+/+), TetONeu(T/+)",Normal,Liver Tumor Project,"Harvest (Liver and Small Intestine), Freeze dodwn Liver","Shih Han, Alex",
Confirmed,4123A04,Lgr5/TetO-Neu,1/10/2016,6/2/2018,Female,"Lgr5(T/+), TetONeu(+/+)",Normal,Liver Tumor Project,"Harvest (Liver and Small Intestine), Freeze dodwn Liver","Shih Han, Alex",
Confirmed,8463A06,Lgr5/TetO-Neu,9/1/2018,6/2/2018,Male,"Lgr5(T/+), TetONeu(T/+)",Normal,Liver Tumor Project,"Harvest (Liver and Small Intestine), Freeze dodwn Liver","Shih Han, Alex",
Confirmed,8463A07,Lgr5/TetO-Neu,9/1/2018,6/2/2018,Male,"Lgr5(+/+), TetONeu(T/+)",Normal,Liver Tumor Project,"Harvest (Liver and Small Intestine), Freeze dodwn Liver","Shih Han, Alex",
Confirmed,8463A08,Lgr5/TetO-Neu,9/1/2018,6/2/2018,Female,"Lgr5(T/+), TetONeu(+/+)",Normal,Liver Tumor Project,"Harvest (Liver and Small Intestine), Freeze dodwn Liver","Shih Han, Alex",
Confirmed,4104A18,Lgr5/TetO-Neu,28/9/2016,6/2/2018,Female,"Lgr5(+/+), TetONeu(T/+)",N/A,Liver Tumor Project,,"Shih Han, Alex","Founder#28; On DOX food from 29/11/2016 /6 Feb'18: Harvested Liver and S.I, Freeze down 1 Liver"
Confirmed,4123A04,Lgr5/TetO-Neu,1/10/2016,6/2/2018,Female,"Lgr5(T/+), TetONeu(+/+)",N/A,Liver Tumor Project,,"Shih Han, Alex","On DOX food from 29/11/2016 /6 Feb'18: Harvested Liver and S.I, Freeze down 1 Liver"
Confirmed,8463A06,Lgr5/TetO-Neu,9/1/2018,6/2/2018,Male,"Lgr5(T/+), TetONeu(T/+)",N/A,Liver Tumor Project,,"Shih Han, Alex","30 Jan'18: Begin DOX / 6 Feb'18: Harvested Liver and S.I, Freeze down Liver"
Confirmed,8463A07,Lgr5/TetO-Neu,9/1/2018,6/2/2018,Male,"Lgr5(+/+), TetONeu(T/+)",N/A,Liver Tumor Project,,"Shih Han, Alex","30 Jan'18: Begin DOX / 6 Feb'18: Harvested Liver and S.I, Freeze down Liver"
Confirmed,8463A08,Lgr5/TetO-Neu,9/1/2018,6/2/2018,Female,"Lgr5(T/+), TetONeu(+/+)",N/A,Liver Tumor Project,,"Shih Han, Alex","30 Jan'18: Begin DOX / 6 Feb'18: Harvested Liver and S.I, Freeze down Liver"
Confirmed,8070A07,Krt5/Mcl-1,4/1/2018,12/2/2018,Male,"Krt5(+/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,Harvest at p38 / 12 Feb
Confirmed,8070A08,Krt5/Mcl-1,4/1/2018,12/2/2018,Male,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,Harvest at p38 / 12 Feb
Confirmed,6469C02,Krt5/Gli1/Gli2,29/1/2018,13/2/2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,13 Feb'18: Harvested Dorsal skin
Confirmed,6469C03,Krt5/Gli1/Gli2,29/1/2018,13/2/2018,Male,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,13 Feb'18: Harvested Dorsal skin
Confirmed,0094A17,Hogan/Gli1/Gli2,4/1/2018,15/2/2018,Male,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/+)",Normal,Gli1/Gli2 Project,,Shih Han,"24 Jan'18: Begin TAM / 26 Jan'18: Shaved / 29 Jan'18: Stopped TAM/ 31 Jan'18: 2nd week of TAM / 5 Feb'18: Changed back to Normal Feed / 15 Feb'18: Sacrificed due to absence of phenotype, re-tail for re-genotyping will be done to confirm the genotype"
Confirmed,0094A18,Hogan/Gli1/Gli2,4/1/2018,15/2/2018,Male,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/+)",Normal,Gli1/Gli2 Project,,Shih Han,"24 Jan'18: Begin TAM / 26 Jan'18: Shaved / 29 Jan'18: Stopped TAM/ 31 Jan'18: 2nd week of TAM / 5 Feb'18: Changed back to Normal Feed / 15 Feb'18: Sacrificed due to absence of phenotype, re-tail for re-genotyping will be done to confirm the genotype"
Confirmed,0094A19,Hogan/Gli1/Gli2,4/1/2018,15/2/2018,Male,"Hogan(T/+), Gli1(KI/KI), Gli2(fl/fl)",Normal,Gli1/Gli2 Project,,Shih Han,"24 Jan'18: Begin TAM / 26 Jan'18: Shaved / 29 Jan'18: Stopped TAM/ 31 Jan'18: 2nd week of TAM / 5 Feb'18: Changed back to Normal Feed / 15 Feb'18: Sacrificed due to absence of phenotype, re-tail for re-genotyping will be done to confirm the genotype"
Confirmed,0094A20,Hogan/Gli1/Gli2,4/1/2018,15/2/2018,Male,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/fl)",Normal,Gli1/Gli2 Project,,Shih Han,"24 Jan'18: Begin TAM / 26 Jan'18: Shaved / 29 Jan'18: Stopped TAM/ 31 Jan'18: 2nd week of TAM / 5 Feb'18: Changed back to Normal Feed / 15 Feb'18: Sacrificed due to absence of phenotype, re-tail for re-genotyping will be done to confirm the genotype"
Confirmed,7590D01,Krt5/Mcl-1,30/11/2017,23/2/2018,Male,"Krt5(T/+), Mcl-1(fl/+)",Normal,MCl-1 Project,,Hui San,Normal / 20 Feb'18: Harvested for FACS
Confirmed,7590D02,Krt5/Mcl-1,30/11/2017,23/2/2018,Male,"Krt5(T/+), Mcl-1(fl/fl)",Significant but NOT complete hair loss,MCl-1 Project,,Hui San,"Slightly lesser not that significant, Brown / 20 Feb'18: Harvested for FACS, Naked by the time of harvesting"
Confirmed,7590D03,Krt5/Mcl-1,30/11/2017,23/2/2018,Male,"Krt5(T/+), Mcl-1(fl/+)",Normal,MCl-1 Project,,Hui San,Normal / 20 Feb'18: Harvested for FACS
Confirmed,6448D01,Gli1/Kai/MCl-1/TOMATO,27/12/2017,27/2/2018,Male,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/+), Tomato(KI/+)",Normal,MCl-1 Project,,Hui San,17 Jan'18: Begin DOX / 19 Jan'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,6448D02,Gli1/Kai/MCl-1/TOMATO,27/12/2017,27/2/2018,Male,"Gli1(KI/KI), Kai(+/+), Mcl-1(fl/fl), Tomato(+/+)",Normal,MCl-1 Project,,Hui San,17 Jan'18: Begin DOX / 19 Jan'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,6448D03,Gli1/Kai/MCl-1/TOMATO,27/12/2017,27/2/2018,Male,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/fl), Tomato(KI/+)",Normal,MCl-1 Project,,Hui San,17 Jan'18: Begin DOX / 19 Jan'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,6448D04,Gli1/Kai/MCl-1/TOMATO,27/12/2017,27/2/2018,Male,"Gli1(KI/KI), Kai(+/+), Mcl-1(fl/fl), Tomato(KI/+)",Normal,MCl-1 Project,,Hui San,17 Jan'18: Begin DOX / 19 Jan'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,6448D05,Gli1/Kai/MCl-1/TOMATO,27/12/2017,27/2/2018,Male,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/+), Tomato(KI/+)",Normal,MCl-1 Project,,Hui San,17 Jan'18: Begin DOX / 19 Jan'18: Shaved / 27 Feb'18: Harvested Skin for FACS
"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/fl), Tomato(+/+)",6448D06,Gli1/Kai/MCl-1/TOMATO,27/12/2017,27/2/2018,Male,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/fl), Tomato(KI/KI)",Normal,MCl-1 Project,,Hui San,17 Jan'18: Begin DOX / 19 Jan'18: Shaved / 27 Feb'18: Harvested Skin for FACS
"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/+), Tomato(KI/KI)",6448D07,Gli1/Kai/MCl-1/TOMATO,27/12/2017,23/2/2018,Female,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/+), Tomato(+/+)",Normal,MCl-1 Project,,Hui San,17 Jan'18: Begin DOX / 19 Jan'18: Shaved /23 Feb'18: Harvested skin for FACS and PFA
Confirmed,6448D08,Gli1/Kai/MCl-1/TOMATO,27/12/2017,23/2/2018,Female,"Gli1(KI/KI), Kai(+/+), Mcl-1(fl/+), Tomato(KI/+)",Normal,MCl-1 Project,,Hui San,17 Jan'18: Begin DOX / 19 Jan'18: Shaved /23 Feb'18: Harvested skin for FACS and PFA
Confirmed,6448D09,Gli1/Kai/MCl-1/TOMATO,27/12/2017,23/2/2018,Female,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/fl), Tomato(KI/KI)",Normal,MCl-1 Project,,Hui San,17 Jan'18: Begin DOX / 19 Jan'18: Shaved /23 Feb'18: Harvested skin for FACS and PFA
Confirmed,6448D10,Gli1/Kai/MCl-1/TOMATO,27/12/2017,23/2/2018,Female,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/+), Tomato(KI/+)",Normal,MCl-1 Project,,Hui San,17 Jan'18: Begin DOX / 19 Jan'18: Shaved /23 Feb'18: Harvested skin for FACS and PFA
Confirmed,0521E01,Gli1/Kai/MCl-1/TOMATO,31/12/2017,27/2/2018,Female,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/+), Tomato(KI/KI)",Normal,MCl-1 Project,,Hui San,22 Jan'18: Begin DOX / 24 JAN'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,0521E02,Gli1/Kai/MCl-1/TOMATO,31/12/2017,27/2/2018,Female,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/fl), Tomato(KI/KI)",Normal,MCl-1 Project,,Hui San,22 Jan'18: Begin DOX / 24 JAN'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,0521E03,Gli1/Kai/MCl-1/TOMATO,31/12/2017,27/2/2018,Female,"Gli1(KI/KI), Kai(+/+), Mcl-1(fl/+), Tomato(KI/+)",Normal,MCl-1 Project,,Hui San,22 Jan'18: Begin DOX / 24 JAN'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,0521E04,Gli1/Kai/MCl-1/TOMATO,31/12/2017,27/2/2018,Female,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/+), Tomato(KI/KI)",Normal,MCl-1 Project,,Hui San,22 Jan'18: Begin DOX / 24 JAN'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,0521E11,Gli1/Kai/MCl-1/TOMATO,31/12/2017,27/2/2018,Male,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/+), Tomato(KI/KI)",Normal,MCl-1 Project,,Hui San,22 Jan'18: Begin DOX / 24 JAN'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,0521E12,Gli1/Kai/MCl-1/TOMATO,31/12/2017,27/2/2018,Male,"Gli1(KI/KI), Kai(+/+), Mcl-1(fl/fl), Tomato(KI/KI)",Normal,MCl-1 Project,,Hui San,22 Jan'18: Begin DOX / 24 JAN'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,0521E13,Gli1/Kai/MCl-1/TOMATO,31/12/2017,27/2/2018,Male,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/+), Tomato(KI/KI)",Normal,MCl-1 Project,,Hui San,22 Jan'18: Begin DOX / 24 JAN'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,0521E14,Gli1/Kai/MCl-1/TOMATO,31/12/2017,27/2/2018,Male,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/fl), Tomato(KI/+)",Normal,MCl-1 Project,,Hui San,22 Jan'18: Begin DOX / 24 JAN'18: Shaved / 27 Feb'18: Harvested Skin for FACS
"Gli1(KI/KI), Kai(+/+), Mcl-1(fl/fl), Tomato(+/+)",0521E17,Gli1/Kai/MCl-1/TOMATO,31/12/2017,27/2/2018,Male,"Gli1(KI/KI), Kai(+/+), Mcl-1(fl/fl), Tomato(KI/KI)",Normal,MCl-1 Project,,Hui San,22 Jan'18: Begin DOX / 24 JAN'18: Shaved / 27 Feb'18: Harvested Skin for FACS
Confirmed,6573D12,Krt5/Gli1/Gli2,2/2/2018,6/3/2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",Normal,Gli1/Gli2 Project,,Shih Han,6 Mar'18: Harvested Skin for IHC
Confirmed,6573D13,Krt5/Gli1/Gli2,2/2/2018,6/3/2018,Male,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",Normal,Gli1/Gli2 Project,,Shih Han,6 Mar'18: Harvested Skin for IHC
Confirmed,6573D14,Krt5/Gli1/Gli2,2/2/2018,6/3/2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,6 Mar'18: Harvested Skin for IHC/ Naked
Confirmed,6573D17,Krt5/Gli1/Gli2,2/2/2018,6/3/2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,6 Mar'18: Harvested Skin for IHC/ Naked
Confirmed,6573D19,Krt5/Gli1/Gli2,2/2/2018,6/3/2018,Female,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",Normal,Gli1/Gli2 Project,,Shih Han,6 Mar'18: Harvested Skin for IHC
Confirmed,6573D20,Krt5/Gli1/Gli2,2/2/2018,6/3/2018,Female,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,,Shih Han,6 Mar'18: Harvested Skin for IHC/ Naked
Confirmed,6670B01,Lgr5/Kai/TOMATO,13/7/2017,14/3/2018,Male,"Lgr5(T/+), Kai(+/+), Tomato(KI/+)",Normal,Liver Tumor Project,,"Shih Han, Alex",8 Aug'17: On DOX / 13 Sept'17: Changed to DOX Water as the mice were playing  and wasting DOX Feed / 14 Mar'18: Harvested Liver
Confirmed,6670B02,Lgr5/Kai/TOMATO,13/7/2017,14/3/2018,Male,"Lgr5(T/+), Kai(+/+), Tomato(KI/+)",Normal,Liver Tumor Project,,"Shih Han, Alex",8 Aug'17: On DOX / 13 Sept'17: Changed to DOX Water as the mice were playing  and wasting DOX Feed / 14 Mar'18: Harvested Liver
"Lgr5(T/+), Kai(T/+), Tomato(+/+)",6670B05,Lgr5/Kai/TOMATO,13/7/2017,14/3/2018,Male,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",Normal,Liver Tumor Project,,"Shih Han, Alex",8 Aug'17: On DOX / 13 Sept'17: Changed to DOX Water as the mice were playing  and wasting DOX Feed / 14 Mar'18: Harvested Liver
On Hold,0558A10,Lgr5/Kai/TOMATO,6/2/2018,14/3/2018,Male,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",Normal,Liver Tumor Project,,"Shih Han, Alex",28 Feb'18: Begin DOX 7 March'18: Dox OFF. TAM 1.0mg on 9/11/13 Mar; BrdUx1 on 14 Mar / 14 Mar'18: Harvested Liver
On Hold,0558A11,Lgr5/Kai/TOMATO,6/2/2018,14/3/2018,Male,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",Normal,Liver Tumor Project,,"Shih Han, Alex",28 Feb'18: Begin DOX 7 March'18: Dox OFF. TAM 1.0mg on 9/11/13 Mar; BrdUx1 on 14 Mar / 14 Mar'18: Harvested Liver
On Hold,0558A12,Lgr5/Kai/TOMATO,6/2/2018,14/3/2018,Male,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",Normal,Liver Tumor Project,,"Shih Han, Alex",28 Feb'18: Begin DOX 7 March'18: Dox OFF. TAM 1.0mg on 9/11/13 Mar; BrdUx1 on 14 Mar / 14 Mar'18: Harvested Liver
On Hold,7601C08,Lgr5-rttA-GFP,8/12/2017,16/3/2018,Male,Lgr5(T/+),N/A,Liver Perfusion,,Alex,Founder #28 / Reserve for Alex for Cell Sorting
Confirmed,8463C10,Lgr5/TetO-Neu,9/2/2018,19/3/2018,Male,"Lgr5(T/+), TetONeu(T/+)",N/A,Liver Tumor Project,,"Shih Han, Alex",2 Mar'18: Begin DOX treatment
Confirmed,8463C11,Lgr5/TetO-Neu,9/2/2018,19/3/2018,Male,"Lgr5(T/+), TetONeu(T/+)",N/A,Liver Tumor Project,,"Shih Han, Alex",2 Mar'18: Begin DOX treatment
Confirmed,8463C13,Lgr5/TetO-Neu,9/2/2018,19/3/2018,Male,"Lgr5(+/+), TetONeu(T/+)",N/A,Liver Tumor Project,,"Shih Han, Alex",2 Mar'18: Begin DOX treatment
,7601C09,Lgr5-rttA-GFP,8/12/2017,20/3/2018,Male,Lgr5(T/+),N/A,Liver Perfusion,,Alex,Founder #28 / Reserve for Alex for Cell Sorting
Confirmed,7103H06,Hogan/Mc1-1,8/10/2017,21/3/2018,Male,"Hogan(T/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,"Shih Han, Hui San",TAM @P84 and Shave 2 days after/ 18 Dec'17: Begin TAM / 20 Dec'17: Shaved and Wax / 9 Jan'18: Stop TAM and back to Normal Feed/ 21 Mar'18: Harvested Skin
Confirmed,7103H09,Hogan/Mc1-1,8/10/2017,21/3/2018,Male,"Hogan(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,"Shih Han, Hui San",TAM @P84 and Shave 2 days after/ 18 Dec'17: Begin TAM / 20 Dec'17: Shaved and Wax / 9 Jan'18: Stop TAM and back to Normal Feed/ 21 Mar'18: Harvested Skin
Confirmed,7103H10,Hogan/Mc1-1,8/10/2017,21/3/2018,Male,"Hogan(+/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,"Shih Han, Hui San",TAM @P84 and Shave 2 days after/ 18 Dec'17: Begin TAM / 20 Dec'17: Shaved and Wax / 9 Jan'18: Stop TAM and back to Normal Feed/ 21 Mar'18: Harvested Skin
Confirmed,7103H11,Hogan/Mc1-1,8/10/2017,21/3/2018,Male,"Hogan(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,"Shih Han, Hui San",TAM @P84 and Shave 2 days after/ 18 Dec'17: Begin TAM / 20 Dec'17: Shaved and Wax / 9 Jan'18: Stop TAM and back to Normal Feed/ 21 Mar'18: Harvested Skin
Confirmed,7103I02,Hogan/Mc1-1,31/10/2017,21/3/2018,Male,"Hogan(T/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,"Shih Han, Hui San",TAM @P55 and Shave 2 days after/ 18 Dec'17: Begin TAM / 20 Dec'17: Shaved and Wax / 9 Jan'18: Stop TAM and back to Normal Feed/ 21 Mar'18: Harvested Skin
Confirmed,7103I03,Hogan/Mc1-1,31/10/2017,21/3/2018,Male,"Hogan(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,"Shih Han, Hui San",TAM @P55 and Shave 2 days after/ 18 Dec'17: Begin TAM / 20 Dec'17: Shaved and Wax / 9 Jan'18: Stop TAM and back to Normal Feed/ 21 Mar'18: Harvested Skin
Confirmed,7103I04,Hogan/Mc1-1,31/10/2017,21/3/2018,Male,"Hogan(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,"Shih Han, Hui San",TAM @P55 and Shave 2 days after/ 18 Dec'17: Begin TAM / 20 Dec'17: Shaved and Wax / 9 Jan'18: Stop TAM and back to Normal Feed/ 21 Mar'18: Harvested Skin
Confirmed,7103I05,Hogan/Mc1-1,31/10/2017,21/3/2018,Male,"Hogan(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,"Shih Han, Hui San",TAM @P55 and Shave 2 days after/ 18 Dec'17: Begin TAM / 20 Dec'17: Shaved and Wax / 9 Jan'18: Stop TAM and back to Normal Feed/ 21 Mar'18: Harvested Skin
Confirmed,7590C01,Krt5/Mcl-1,11/11/2017,26/3/2018,Female,"Krt5(T/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,"Shih Han, Hui San","1 Mar'18: Almost fully naked/ 7 Feb'18: Continue lossing hair, almost naked/Left eye blind / Smaller, lesser hair, brown / 26 Mar'18: Harvested Skin"
Confirmed,7590D06,Krt5/Mcl-1,30/11/2017,26/3/2018,Female,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,"Shih Han, Hui San",Normal / 26 Mar'18: Harvested Skin
Confirmed,0094B02,Hogan/Gli1/Gli2,26/1/2018,27/3/2018,Male,"Hogan(T/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,GFP -ve / 19 Feb'18: On TAM/ 21 Feb'18: Shaved / 27 Mar'18: Harvested Skin
Confirmed,0094B05,Hogan/Gli1/Gli2,26/1/2018,27/3/2018,Male,"Hogan(T/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,GFP -ve / 19 Feb'18: On TAM/ 21 Feb'18: Shaved / 27 Mar'18: Harvested Skin
Confirmed,0094B08,Hogan/Gli1/Gli2,26/1/2018,27/3/2018,Male,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,GFP -ve / 19 Feb'18: On TAM/ 21 Feb'18: Shaved / 27 Mar'18: Harvested Skin
Confirmed,0094B09,Hogan/Gli1/Gli2,26/1/2018,27/3/2018,Male,"Hogan(T/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,GFP -ve / 19 Feb'18: On TAM/ 21 Feb'18: Shaved / 27 Mar'18: Harvested Skin
Confirmed,0094B10,Hogan/Gli1/Gli2,26/1/2018,27/3/2018,Male,"Hogan(T/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,GFP -ve / 19 Feb'18: On TAM/ 21 Feb'18: Shaved / 27 Mar'18: Harvested Skin
Confirmed,0094B11,Hogan/Gli1/Gli2,26/1/2018,27/3/2018,Female,"Hogan(T/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,GFP -ve / 19 Feb'18: On TAM/ 21 Feb'18: Shaved / 27 Mar'18: Harvested Skin
Confirmed,0094B12,Hogan/Gli1/Gli2,26/1/2018,27/3/2018,Female,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,GFP -ve / 19 Feb'18: On TAM/ 21 Feb'18: Shaved / 27 Mar'18: Harvested Skin
Confirmed,0094B13,Hogan/Gli1/Gli2,26/1/2018,27/3/2018,Female,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,GFP -ve / 19 Feb'18: On TAM/ 21 Feb'18: Shaved / 27 Mar'18: Harvested Skin
Confirmed,0757B10,Alb-Cre/Gli1/Gli2,26/1/2018,27/3/2018,Female,"Alb-Cre(+/+), Gli1(KI/+), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Hui San,27 Mar'18: Harvested Skin
Confirmed,0757B11,Alb-Cre/Gli1/Gli2,10/3/2018,27/3/2018,Female,"Alb-Cre(+/+), Gli1(KI/+), Gli2(+/+)",N/A,Gli1/Gli2 Project,,Hui San,27 Mar'18: Harvested Skin
Confirmed,6573E01,Krt5/Gli1/Gli2,25/3/2018,30/3/2018,Male,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for IHC @p5
Confirmed,6573E02,Krt5/Gli1/Gli2,25/3/2018,30/3/2018,Male,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for IHC @p5
Confirmed,6573E03,Krt5/Gli1/Gli2,25/3/2018,30/3/2018,Female,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for IHC @p5
Confirmed,6573E04,Krt5/Gli1/Gli2,25/3/2018,30/3/2018,Female,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for IHC @p5
Confirmed,6573E17,Krt5/Gli1/Gli2,25/3/2018,30/3/2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for IHC @p5
Confirmed,6573E18,Krt5/Gli1/Gli2,25/3/2018,30/3/2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for IHC @p5
Confirmed,6573E19,Krt5/Gli1/Gli2,25/3/2018,30/3/2018,Male,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for IHC @p5
Confirmed,6573E20,Krt5/Gli1/Gli2,25/3/2018,30/3/2018,Male,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,,Shih Han,30 Mar'18: Harvested skin for IHC @p5
